CovidenceID,Title,name,value
#605,"China's water security: Current status, emerging challenges and future prospects",CrossCut,Energy
#605,"China's water security: Current status, emerging challenges and future prospects",Scaling,No
#605,"China's water security: Current status, emerging challenges and future prospects",Enablers,Policy design & Implementation
#605,"China's water security: Current status, emerging challenges and future prospects",Enablers,Institutional capacity
#605,"China's water security: Current status, emerging challenges and future prospects",Enablers,Finance & Economics
#605,"China's water security: Current status, emerging challenges and future prospects",Enablers,Material & Non-material endowments
#605,"China's water security: Current status, emerging challenges and future prospects",Enablers_CritC5,Impacts on each nexus element (#3)
#605,"China's water security: Current status, emerging challenges and future prospects",Enablers_CritC5,NA
#605,"China's water security: Current status, emerging challenges and future prospects",Enablers_CritC5,Transformative change potential (#10)
#605,"China's water security: Current status, emerging challenges and future prospects",Enablers_CritC5,Economic implications (#6)
#605,"China's water security: Current status, emerging challenges and future prospects",Barriers,Institutional capacity
#605,"China's water security: Current status, emerging challenges and future prospects",Barriers,Policy design & Implementation
#605,"China's water security: Current status, emerging challenges and future prospects",Barriers,Finance & Economics
#605,"China's water security: Current status, emerging challenges and future prospects",Barriers_CritC5,NA
#605,"China's water security: Current status, emerging challenges and future prospects",Barriers_CritC5,Geographic scale (#1)
#605,"China's water security: Current status, emerging challenges and future prospects",Barriers_CritC5,Temporal scale (#2)
#605,"China's water security: Current status, emerging challenges and future prospects",Barriers_CritC5,Transformative change potential (#10)
#605,"China's water security: Current status, emerging challenges and future prospects",Barriers_CritC5,Economic implications (#6)
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,PaperType,Opinion
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Region,Southern Europe
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Scale,National (whole country)
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Nexus,Biodiversity
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Nexus,Climate change
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Nexus,Food
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,NChallenge,Scaling Challenges
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Gov,Integrative Governance
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Policy,NA
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Actors,Civil Society and Community-Based Organisations
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Actors,Local/National Governments and Municipalities
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,CrossCut,Economy
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Scaling,No
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Enablers,Policy design & Implementation
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Enablers,Institutional capacity
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Enablers,Behaviour & Lifestyle
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Enablers,Material & Non-material endowments
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Enablers_CritC5,Geographic scale (#1)
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Enablers_CritC5,Equity (#8)
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Enablers_CritC5,Transformative change potential (#10)
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Enablers_CritC5,NA
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Barriers,Policy design & Implementation
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Barriers,Institutional capacity
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Barriers,Finance & Economics
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Barriers_CritC5,Impacts on each nexus element (#3)
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Barriers_CritC5,NA
#592,Forest-food nexus: A topical opportunity for human well-being and silviculture,Barriers_CritC5,Economic implications (#6)
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",PaperType,Review
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Region,Not applicable (no specific spatial location)
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Scale,Multi-regional (multiple continents/geographic regions)
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Nexus,Biodiversity
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Nexus,Health
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Nexus,Water
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",NChallenge,Complexity Challenges
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Gov,Network Governance
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Policy,NA
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Actors,Civil Society and Community-Based Organisations
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",CrossCut,ILK
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Scaling,No
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Enablers,Policy design & Implementation
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Enablers,Equity & Diversity
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Enablers,Institutional capacity
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Enablers,Behaviour & Lifestyle
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Enablers,Technology
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Enablers_CritC5,Impacts on each nexus element (#3)
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Enablers_CritC5,Social acceptability (#4)
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Enablers_CritC5,Alignment with international frameworks (#9)
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Enablers_CritC5,Transformative change potential (#10)
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Enablers_CritC5,Equity (#8)
#581,"Pacific connections for health, ecosystems and society: New approaches to the land-water-health nexus",Enablers_CritC5,Technical feasibility (#7)
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,PaperType,Perspective
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Region,Not applicable (no specific spatial location)
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Scale,Not applicable (no specific spatial location)
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Nexus,Biodiversity
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Nexus,Climate change
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Nexus,Health
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Nexus,Food
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Nexus,Water
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,NChallenge,NA
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Gov,NA
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Policy,Legal and Regulatory Instruments
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Actors,Private Sector and Business Organisations
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Actors,Knowledge and Educational Communities
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Actors,Global/Regional Institutions and Science-Policy Interfaces
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Actors,Local/National Governments and Municipalities
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,CrossCut,Equity
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,CrossCut,Poverty
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,CrossCut,Economy
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,CrossCut,Employment
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,CrossCut,Education
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,CrossCut,Energy
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Scaling,Yes
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Enablers,Policy design & Implementation
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Enablers_CritC5,Impacts on each nexus element (#3)
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Enablers_CritC5,Alignment with international frameworks (#9)
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Enablers_CritC5,NA
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Barriers,Policy design & Implementation
#576,Cross-sectoral strategies in global sustainability governance: towards a nexus approach,Barriers_CritC5,Impacts on each nexus element (#3)
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,PaperType,Empirical
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Region,Northern Europe
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Scale,National (whole country)
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Nexus,Food
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Nexus,Water
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,NChallenge,Complexity Challenges
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,NChallenge,Values Challenges
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,NChallenge,Governance Challenges
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,NChallenge,Scaling Challenges
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Gov,NA
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Policy,Legal and Regulatory Instruments
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Actors,Private Sector and Business Organisations
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Actors,Knowledge and Educational Communities
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Actors,Civil Society and Community-Based Organisations
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,CrossCut,Energy
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Scaling,No
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Enablers,Policy design & Implementation
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Enablers,Equity & Diversity
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Enablers,Institutional capacity
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Enablers,Finance & Economics
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Enablers,Behaviour & Lifestyle
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Enablers,Material & Non-material endowments
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Enablers_CritC5,Impacts on each nexus element (#3)
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Enablers_CritC5,Social acceptability (#4)
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Enablers_CritC5,Alignment with political priorities (#5)
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Enablers_CritC5,NA
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Enablers_CritC5,Transformative change potential (#10)
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Enablers_CritC5,Equity (#8)
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Barriers,Institutional capacity
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Barriers,Policy design & Implementation
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Barriers,Finance & Economics
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Barriers,Behaviour & Lifestyle
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Barriers,Technology
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Barriers_CritC5,NA
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Barriers_CritC5,Geographic scale (#1)
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Barriers_CritC5,Temporal scale (#2)
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Barriers_CritC5,Economic implications (#6)
#574,Understanding barriers to decision making in the UK energy-food-water nexus: The added value of interdisciplinary approaches,Barriers_CritC5,Transformative change potential (#10)
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,PaperType,Perspective
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,PaperType,Modelling
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Region,Latin America and the Caribbean
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Scale,Local >1 km² to 100 km² (neighbourhood to municipality)
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Nexus,Biodiversity
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Nexus,Water
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,NChallenge,Governance Challenges
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Gov,Network Governance
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Gov,Community Governance
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Policy,NA
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Actors,Civil Society and Community-Based Organisations
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Actors,Global/Regional Institutions and Science-Policy Interfaces
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Actors,Local/National Governments and Municipalities
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,CrossCut,Poverty
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,CrossCut,Economy
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,CrossCut,ILK
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Scaling,NA
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Enablers,Policy design & Implementation
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Enablers,Behaviour & Lifestyle
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Enablers,Material & Non-material endowments
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Enablers_CritC5,Impacts on each nexus element (#3)
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Enablers_CritC5,NA
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Enablers_CritC5,Transformative change potential (#10)
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Barriers,Technology
#573,A conceptual framework for analyzing deltas as coupled social–ecological systems: an example from the Amazon River Delta,Barriers_CritC5,Technical feasibility (#7)
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,PaperType,Conceptual/theoretical
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,Region,Northern Africa
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,Region,Sub-Saharan Africa
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,Scale,"Regional (multiple countries, whole continents)"
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,Nexus,Food
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,Nexus,Water
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,NChallenge,Complexity Challenges
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,Gov,NA
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,Policy,NA
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,Actors,Private Sector and Business Organisations
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,Actors,Civil Society and Community-Based Organisations
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,Actors,Global/Regional Institutions and Science-Policy Interfaces
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,Actors,Global/Regional Institutions and Science-Policy Interfaces
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,Actors,Local/National Governments and Municipalities
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,CrossCut,Economy
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,CrossCut,Employment
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,CrossCut,Energy
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,Scaling,No
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,Enablers,Policy design & Implementation
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,Enablers_CritC5,Impacts on each nexus element (#3)
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,Barriers,Institutional capacity
#569,Ethiopia’s challenge to Egyptian hegemony in the Nile River Basin: The case of the grand Ethiopian renaissance dam,Barriers_CritC5,Transformative change potential (#10)
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",PaperType,Review
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",PaperType,Empirical
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Region,Sub-Saharan Africa
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Scale,Subnational >100 km² (watershed)
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Nexus,Food
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Nexus,Water
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",NChallenge,Governance Challenges
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",NChallenge,Financing Challenges
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Gov,Community Governance
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Policy,Legal and Regulatory Instruments
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Policy,Economic and Financial Instruments
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Actors,Private Sector and Business Organisations
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Actors,Civil Society and Community-Based Organisations
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Actors,Knowledge and Educational Communities
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Actors,Global/Regional Institutions and Science-Policy Interfaces
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Actors,Local/National Governments and Municipalities
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",CrossCut,NA
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Scaling,Yes
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Barriers,Equity & Diversity
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Barriers,Institutional capacity
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Barriers,Policy design & Implementation
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Barriers,Finance & Economics
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Barriers,Behaviour & Lifestyle
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Barriers,Technology
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Barriers,Material & Non-material endowments
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Barriers_CritC5,Equity (#8)
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Barriers_CritC5,NA
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Barriers_CritC5,Geographic scale (#1)
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Barriers_CritC5,Transformative change potential (#10)
#568,"The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique",Barriers_CritC5,Technical feasibility (#7)
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,PaperType,Perspective
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,PaperType,Conceptual/theoretical
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Region,Micronesia
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Region,Not applicable (no specific spatial location)
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Scale,Not applicable (no specific spatial location)
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Nexus,Biodiversity
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Nexus,Food
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,NChallenge,Governance Challenges
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,NChallenge,Scaling Challenges
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Gov,Network Governance
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Policy,Legal and Regulatory Instruments
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Policy,Rights-Based Instruments and Customary Norms
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Actors,Private Sector and Business Organisations
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Actors,Civil Society and Community-Based Organisations
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Actors,Knowledge and Educational Communities
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Actors,IPLCs
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Actors,Global/Regional Institutions and Science-Policy Interfaces
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Actors,Local/National Governments and Municipalities
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,CrossCut,Equity
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,CrossCut,Poverty
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,CrossCut,Energy
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Scaling,Yes
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Enablers,Institutional capacity
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Enablers,Material & Non-material endowments
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Enablers_CritC5,Transformative change potential (#10)
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Enablers_CritC5,NA
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Barriers,Policy design & Implementation
#565,On the sustainability of inland fisheries: Finding a future for the forgotten,Barriers_CritC5,Impacts on each nexus element (#3)
#563,Entangled systems at the energy-water-food nexus: Challenges and opportunities,PaperType,Conceptual/theoretical
#563,Entangled systems at the energy-water-food nexus: Challenges and opportunities,Region,Northern America
#563,Entangled systems at the energy-water-food nexus: Challenges and opportunities,Scale,National (whole country)
#563,Entangled systems at the energy-water-food nexus: Challenges and opportunities,Nexus,Food
#563,Entangled systems at the energy-water-food nexus: Challenges and opportunities,Nexus,Water
#563,Entangled systems at the energy-water-food nexus: Challenges and opportunities,NChallenge,Complexity Challenges
#563,Entangled systems at the energy-water-food nexus: Challenges and opportunities,NChallenge,Governance Challenges
#563,Entangled systems at the energy-water-food nexus: Challenges and opportunities,NChallenge,Financing Challenges
#563,Entangled systems at the energy-water-food nexus: Challenges and opportunities,NChallenge,Scaling Challenges
#563,Entangled systems at the energy-water-food nexus: Challenges and opportunities,Gov,NA
#563,Entangled systems at the energy-water-food nexus: Challenges and opportunities,Policy,NA
#563,Entangled systems at the energy-water-food nexus: Challenges and opportunities,Actors,NA
#563,Entangled systems at the energy-water-food nexus: Challenges and opportunities,CrossCut,Equity
#563,Entangled systems at the energy-water-food nexus: Challenges and opportunities,CrossCut,Economy
#563,Entangled systems at the energy-water-food nexus: Challenges and opportunities,CrossCut,Energy
#563,Entangled systems at the energy-water-food nexus: Challenges and opportunities,Scaling,NA
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,PaperType,Review
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,PaperType,Conceptual/theoretical
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,PaperType,Opinion
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,Region,Not applicable (no specific spatial location)
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,Scale,Not applicable (no specific spatial location)
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,Nexus,Biodiversity
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,Nexus,Climate change
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,Nexus,Health
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,Nexus,Food
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,Nexus,Water
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,NChallenge,Governance Challenges
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,Gov,NA
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,Policy,NA
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,Actors,Private Sector and Business Organisations
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,Actors,Civil Society and Community-Based Organisations
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,Actors,Knowledge and Educational Communities
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,Actors,Local/National Governments and Municipalities
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,CrossCut,Equity
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,CrossCut,Land
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,CrossCut,Security
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,Scaling,NA
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,Enablers,Technology
#562,Conclusion: Rethinking the water-food-energy-climate security nexus,Enablers,Material & Non-material endowments
